review,preprocessed_text,score,predicted_label,predicted_label_code,confidence_negatif,confidence_netral,confidence_positif,confidence_max
"kenapa akhir"" ini servernya selalu rusak??, aku pertama kali download ini dan mencoba masuk melalui akun google, tapi selalu tidak bisa dikarenakan adanya kerusakan diserver, tolong diperbaiki agar saya bisa memakainya semula🙏",servernya rusak kali download coba masuk akun google rusa diserver tolong baik maka,1,negatif,0,0.5608863778749495,0.2386515944745019,0.20046202765054855,0.5608863778749495
"keluar sendiri, GPS rusak, rute tidak akurat bayak bug",rusak rute akurat bayak,2,negatif,0,0.4669241313330357,0.20688316332870857,0.3261927053382558,0.4669241313330357
aplikasi yg cocok bagi orang yg ingin hidup sehat 🫡,aplikasi cocok orang hidup sehat,5,positif,2,0.2699152216560127,0.1458602718826191,0.5842245064613683,0.5842245064613683
mantab. sudah 8 tahun jadi pengguna,mantab guna,5,positif,2,0.28833745286085655,0.1369759201852882,0.5746866269538552,0.5746866269538552
"apk jelek, server eror mulu jd gabisa login, tolong dong di perbaiki",aplikasi jelek server eror mulu gabisa login tolong baik,1,negatif,0,0.5566768864889203,0.27801586695058855,0.16530724656049112,0.5566768864889203
fitur gratisnya ditingkatkan lagi 😁,fitur gratis tingkat,4,netral,1,0.2605037057054548,0.41967841054463256,0.3198178837499127,0.41967841054463256
"awalnya bagus, saya pakai enjoy² aja, tpi setelah beberapa Minggu Strava saya tidak bisa masuk dan malah log out sendiri. tolong, ini sangat menggangu dikala sedang beraktivitas. jadi segera diperbaiki!",bagus pakai enjoy minggu strava masuk tolong menggangu kala aktivitas baik,3,negatif,0,0.40920366334781644,0.221841616135004,0.36895472051717954,0.40920366334781644
"ga jelas sama data aktivitas transparannya, apa coba malah gepeng gitu tulisannya, sementara org lain mh normal normal aja!",data aktivitas transparan coba gepeng gitu tulis normal normal,1,negatif,0,0.456089992434105,0.22095119925164855,0.32295880831424645,0.456089992434105
gabisa dibuka kadang kadang trus pas record berhenti sendiri,gabisa buka kadang kadang trus record henti,2,negatif,0,0.4392533537809409,0.2949640168156829,0.26578262940337616,0.4392533537809409
aplikasi membantu membuat kita jadi sehat,aplikasi bantu sehat,5,positif,2,0.174435112372537,0.0965074231443139,0.7290574644831492,0.7290574644831492
Mantap....,mantap,5,negatif,0,0.41405630395748166,0.21478921246605887,0.37115448357645947,0.41405630395748166
jarak dan pacenya suka ngawurr,jarak pace suka ngawurr,3,negatif,0,0.4944077737569186,0.19441866765354587,0.3111735585895356,0.4944077737569186
"gimana ini strava , kok tidak bisa log in pakai WiFi ,masa harus pakai paket data terus",gimana strava pakai wifi pakai paket data,1,negatif,0,0.45994523966342404,0.19423707794505465,0.34581768239152133,0.45994523966342404
Membuat rugi usaha umkm,rugi usaha umkm,1,negatif,0,0.4325735312162736,0.22829454082541104,0.33913192795831537,0.4325735312162736
progres data terupdate dengan baik,progres data terupdate,5,positif,2,0.3856413643396724,0.17235698647264666,0.44200164918768103,0.44200164918768103
pengalaman yang bagus melalui aplikasi ini.,alam bagus aplikasi,4,positif,2,0.2567732575072528,0.17403571374465351,0.5691910287480938,0.5691910287480938
"tuba"" ngk bisa terbuka",tuba buka,1,negatif,0,0.3727955268926518,0.33965315919708483,0.28755131391026334,0.3727955268926518
"tolong verifikasi pengembalian dana saya karena saya tidak pernah setuju membeli item langganan setahun penuh,saya hanya membeli item langganan perbulan kenapa saldo dana otomatis terkuras,tolong pertanggung jawabannya dan kembalikan dana saya secepatnya",tolong verifikasi kembali dana tuju beli item langgan tahun penuhsaya beli item langgan bulan saldo dana otomatis terkurastolong tanggung jawab kembali dana cepat,1,negatif,0,0.5822822589069481,0.2626060642587475,0.15511167683430438,0.5822822589069481
bgus untuk lari,bgus lari,5,positif,2,0.24625554923766188,0.23319969381611122,0.5205447569462269,0.5205447569462269
fiturnya bagus dan lengkap,fiturnya bagus lengkap,5,positif,2,0.2385890978544797,0.20308604092235658,0.5583248612231637,0.5583248612231637
cocok untuk validasi 😂,cocok validasi,5,positif,2,0.3045798129409701,0.1709437417346928,0.5244764453243371,0.5244764453243371
aplikasinya lumayan membantu tapi tidak bisa connect langsung ke smartband xiaomi hanya bisa lewat aplikasi ke3,aplikasi lumayan bantu connect langsung smartband xiaomi aplikasi,4,positif,2,0.32791296580222945,0.11536987447309206,0.5567171597246784,0.5567171597246784
"semenjak Upacara, Acurasi Maps dan Pace nya tidak seimbang sama sekali bahkan bisa dibilang hancur , say sudah menggunakan GPS dengan connect si yang bagus masih tetap sama saja apa salah nya aplikasi ini sebelum nya tidak seperti ini masih akurat walaupun perbedaan hanya berapa ratus meter saja ini bisa sampai 1 kilometer lebih why !!! strava whyy",semenjak upacara acurasi maps pace imbang bilang hancur connect bagus salah aplikasi akurat beda ratus meter kilometer strava whyy,1,positif,2,0.3770039399759913,0.17540146005580018,0.44759459996820866,0.44759459996820866
